交易日期,买入股票代码,买入股票名称,选股下周期涨跌幅,资金曲线,累积净值
2006-12-29,sh600706 sz000008 sz000545 sz000669 sz002016 sz002042 ,长安信息 宝利来 吉林制药 领先科技 威尔科技 飞亚股份 ,0.24862320976274566,1.2486232097627457,1.2486232097627457
2007-01-31,sh600325 sh600552 sh600706 sz000069 sz000616 sz000639 ,华发股份 方兴科技 长安信息 华侨城Ａ 亿城股份 金德发展 ,0.18585758998008517,1.4806893103224479,1.4806893103224479
2007-02-28,sh600335 sh600466 sh600599 sh600671 sz000069 sz000591 ,鼎盛天工 迪康药业 浏阳花炮 天目药业 华侨城Ａ 桐君阁 ,0.17410600180698754,1.738486206061035,1.738486206061035
2007-03-30,sh600246 sh600308 sh600406 sh600858 sz000061 sz000428 ,万通先锋 华泰股份 国电南瑞 银座股份 农产品 华天酒店 ,0.16624028270225977,2.0274926444306005,2.0274926444306005
2007-04-30,sh600059 sh600251 sh600458 sh600640 sz000428 sz002045 ,古越龙山 冠农股份 时代新材 中卫国脉 华天酒店 广州国光 ,0.24892997069512535,2.532196328993292,2.532196328993292
2007-05-31,sh600255 sh600261 sh600485 sh600749 sz002029 sz002049 ,鑫科材料 浙江阳光 中创信测 西藏圣地 七匹狼 晶源电子 ,-0.15070299594563175,2.150586755891472,2.150586755891472
2007-06-29,sh600192 sh600562 sh600731 sh600896 sz000563 sz000789 ,长城电工 高淳陶瓷 湖南海利 中海海盛 陕国投Ａ 江西水泥 ,0.22513221999427135,2.6347531265355975,2.6347531265355975
2007-07-31,sh600335 sh600846 sz000523 sz000856 sz002015 sz002026 ,鼎盛天工 同济科技 广州浪奇 唐山陶瓷 霞客环保 山东威达 ,0.10180792111660653,2.902991865003666,2.902991865003666
2007-08-31,sz000526 sz000639 sz000760 sz000803 sz002002 sz002020 ,旭飞投资 金德发展 博盈投资 金宇车城 江苏琼花 京新药业 ,0.022047553081912197,2.966995732243694,2.966995732243694
2007-09-28,sz000404 sz000868 sz000995 sz002003 sz002061 sz002062 ,华意压缩 安凯客车 皇台酒业 伟星股份 江山化工 宏润建设 ,-0.0787046528576798,2.7334793631072367,2.7334793631072367
2007-10-31,sh600455 sh600477 sh600990 sz002002 sz002032 sz002058 ,交大博通 杭萧钢构 四创电子 江苏琼花 苏泊尔 威尔泰 ,0.006971611014766843,2.752536117943713,2.752536117943713
2007-11-30,sh600250 sh600513 sh600532 sz000526 sz000639 sz000803 ,南纺股份 联环药业 华阳科技 旭飞投资 金德发展 金宇车城 ,0.18620563996686457,3.2650738673173314,3.2650738673173314
2007-12-28,sh600082 sh600202 sh600284 sh600367 sh600502 sz000815 ,海泰发展 哈空调 浦东建设 红星发展 安徽水利 美利纸业 ,-0.08250300952724776,2.995695446934882,2.995695446934882
2008-01-31,sh600108 sh600169 sh600346 sh600576 sz000411 sz002071 ,亚盛集团 太原重工 大橡塑 万好万家 英特集团 江苏宏宝 ,0.11897510376321208,3.3521086235769415,3.3521086235769415
2008-02-29,sh600247 sz000023 sz000710 sz000760 sz002036 sz002101 ,物华股份 深天地Ａ 天兴仪表 博盈投资 宜科科技 广东鸿图 ,-0.14373297214630643,2.8703000881529634,2.8703000881529634
2008-03-31,sh600712 sh600794 sh600833 sh600979 sz000702 sz000710 ,南宁百货 保税科技 第一医药 广安爱众 正虹科技 天兴仪表 ,-0.13165690724265733,2.4924052556884178,2.4924052556884178
2008-04-30,sh600231 sh600697 sh600840 sz000563 sz002011 sz002082 ,凌钢股份 欧亚集团 新湖创业 陕国投Ａ 盾安环境 栋梁新材 ,0.005126685660023389,2.5051830339717225,2.5051830339717225
2008-05-30,sh600452 sh600768 sh600833 sh600990 sz000523 sz002020 ,涪陵电力 宁波富邦 第一医药 四创电子 广州浪奇 京新药业 ,-0.23848579712822082,1.9077324611628816,1.9077324611628816
2008-06-30,sh600562 sh600611 sh600647 sh600837 sz000711 sz002034 ,高淳陶瓷 大众交通 同达创业 海通证券 天伦置业 美欣达 ,0.028719704584593053,1.9625219738739181,1.9625219738739181
2008-07-31,sh600228 sh600265 sh600397 sh600647 sz002120 sz002127 ,昌九生化 景谷林业 安源股份 同达创业 新海股份 新民科技 ,-0.21066754561219392,1.5490822864279017,1.5490822864279017
